Date,Open,High,Low,Close,Adj Close,Volume
2019-09-30,295.970001,297.549988,295.920013,296.769989,286.090607,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,282.687622,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,277.694061,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,279.969147,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,283.757751,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,282.533356,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,278.147156,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,280.788544,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,282.687622,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,285.618225,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,285.300140,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,288.124695,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,287.661987,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,288.510284,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,287.247437,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,289.194733,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,288.250092,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,289.088715,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,289.561066,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,290.746826,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,292.385651,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,292.298828,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,293.195404,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,292.414520,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,295.123474,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,296.309204,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,295.981415,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,296.048889,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,297.090027,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,297.822662,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,297.253906,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,297.880524,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,297.976898,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,298.410767,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,300.570160,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,300.791840,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,300.705139,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,299.586792,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,299.104797,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,299.769958,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,302.093231,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,302.777679,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,304.127319,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,302.999451,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,300.425537,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,298.410767,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,300.251953,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,300.791840,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,303.539276,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,302.584961,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,302.247498,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,303.105499,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,305.718018,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,305.901093,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,308.002655,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,308.070160,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,308.089447,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,309.352295,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,310.708588,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,311.183289,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,311.192932,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,312.849518,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,312.772003,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,311.047577,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,311.803223,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,314.719147,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,312.336060,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,313.527618,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,312.646088,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,314.312347,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,316.443542,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,315.532959,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,317.702942,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,317.218597,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,317.935516,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,320.580170,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,321.577972,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,320.948242,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,320.987061,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,321.355133,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,318.497314,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,313.391998,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,316.676086,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,316.414520,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,317.441406,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,311.677277,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,313.992615,69083000
2020-02-04,328.070007,330.010010,327.720001,329.059998,318.778320,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,322.459534,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,323.544556,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,321.820160,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,324.222656,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,324.784515,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,326.877045,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,326.528320,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,327.051453,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,326.208649,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,327.768311,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,326.421753,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,323.060150,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,312.345795,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,302.880981,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,301.766937,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,288.214081,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,287.003143,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,299.432220,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,290.858765,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,303.084442,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,293.009399,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,288.165649,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,265.661469,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,279.408081,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,265.787384,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,240.357620,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,260.904938,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,232.355713,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,244.901077,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,232.501007,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,232.995102,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,222.954315,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,217.253815,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,236.937714,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,240.484695,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,254.526566,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,246.945313,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,254.965057,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,251.164688,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,239.861053,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,245.395950,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,241.848938,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,258.093018,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,258.356110,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,267.028748,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,271.092194,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,268.617096,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,276.539398,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,270.663452,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,271.969238,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,279.316528,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,274.395599,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,266.064026,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,271.969238,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,271.949738,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,275.740356,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,279.716095,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,278.429840,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,285.718719,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,283.058533,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,275.564941,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,276.325012,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,278.878021,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,276.987640,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,280.329987,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,284.968384,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,285.026825,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,279.345795,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,274.405334,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,277.689209,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,278.965820,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,287.463013,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,284.510437,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,289.343689,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,287.346039,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,287.891754,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,291.438751,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,295.775055,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,295.229309,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,296.544830,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,297.743439,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,300.208801,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,304.203979,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,303.404968,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,311.181091,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,314.942505,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,312.594055,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,310.849823,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,292.929657,209243600
2020-06-12,308.239990,309.079987,298.600006,304.209991,296.437683,194678900
2020-06-15,298.019989,308.279999,296.739990,307.049988,299.205078,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,304.964142,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,303.697357,83398900
2020-06-18,310.010010,312.299988,309.510010,311.779999,303.814270,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,302.078003,135549600
2020-06-22,307.989990,311.049988,306.750000,310.619995,304.015869,74649400
2020-06-23,313.489990,314.500000,311.609985,312.049988,305.415436,68471200
2020-06-24,309.839996,310.510010,302.100006,304.089996,297.624725,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,300.815430,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,293.670593,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,297.986847,79773300
2020-06-30,303.989990,310.200012,303.820007,308.359985,301.803894,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,303.917999,72396500
2020-07-02,314.239990,315.700012,311.510010,312.230011,305.591705,69344200
2020-07-06,316.369995,317.679993,315.559998,317.049988,310.309143,61713800
2020-07-07,315.380005,317.519989,313.369995,313.779999,307.108673,82910000
2020-07-08,314.609985,316.299988,312.700012,316.179993,309.457672,54638600
2020-07-09,316.839996,317.100006,310.679993,314.380005,307.695984,83354200
2020-07-10,314.309998,317.880005,312.760010,317.589996,310.837708,57550400
2020-07-13,320.130005,322.709991,314.130005,314.839996,308.146149,102997500
2020-07-14,313.299988,319.760010,312.000000,318.920013,312.139435,93657000
2020-07-15,322.410004,323.040009,319.269989,321.850006,315.007111,87196500
2020-07-16,319.790009,321.279999,319.089996,320.790009,313.969666,54622500
2020-07-17,321.880005,322.570007,319.739990,321.720001,314.879883,62774900
2020-07-20,321.429993,325.130005,320.619995,324.320007,317.424591,56308800
2020-07-21,326.450012,326.929993,323.940002,325.010010,318.099976,57292200
2020-07-22,324.619995,327.200012,324.500000,326.859985,319.910583,57792900
2020-07-23,326.470001,327.230011,321.480011,322.959991,316.093506,75738000
2020-07-24,320.950012,321.989990,319.250000,320.880005,314.057770,73766600
2020-07-27,321.630005,323.410004,320.769989,323.220001,316.347961,48293000
2020-07-28,322.429993,323.640015,320.850006,321.170013,314.341614,57495000
2020-07-29,322.119995,325.730011,322.079987,325.119995,318.207611,48454200
2020-07-30,321.899994,324.410004,319.640015,323.959991,317.072266,61861700
2020-07-31,325.899994,326.630005,321.329987,326.519989,319.577820,84986800
2020-08-03,328.320007,329.619995,327.730011,328.790009,321.799530,53077900
2020-08-04,327.859985,330.059998,327.859985,330.059998,323.042603,41917900
2020-08-05,331.470001,332.390015,331.179993,332.109985,325.048981,42697700
2020-08-06,331.480011,334.459991,331.130005,334.329987,327.221771,43679400
2020-08-07,333.279999,334.880005,332.299988,334.570007,327.456696,57308300
2020-08-10,335.059998,335.769989,332.959991,335.570007,328.435455,44282100
2020-08-11,336.850006,337.540009,332.010010,332.799988,325.724274,69601100
2020-08-12,335.440002,338.279999,335.410004,337.440002,330.265625,53774400
2020-08-13,336.609985,338.250000,335.829987,336.829987,329.668610,41816100
2020-08-14,336.410004,337.420013,335.619995,336.839996,329.678406,47260400
2020-08-17,337.940002,338.339996,336.850006,337.910004,330.725677,35481000
2020-08-18,338.339996,339.100006,336.609985,338.640015,331.440186,38733900
2020-08-19,339.049988,339.609985,336.619995,337.230011,330.060120,68054200
2020-08-20,335.359985,338.799988,335.220001,338.279999,331.087830,42207800
2020-08-21,337.920013,339.720001,337.549988,339.480011,332.262299,55106600
2020-08-24,342.119995,343.000000,339.450012,342.920013,335.629150,48588700
2020-08-25,343.529999,344.209991,342.269989,344.119995,336.803650,38463400
2020-08-26,344.760010,347.859985,344.170013,347.570007,340.180328,50790200
2020-08-27,348.510010,349.899994,346.529999,348.329987,340.924133,58034100
2020-08-28,349.440002,350.720001,348.149994,350.579987,343.126312,48588900
2020-08-31,350.350006,351.299988,349.059998,349.309998,341.883301,66099200
2020-09-01,350.209991,352.709991,349.239990,352.600006,345.103333,54908700
2020-09-02,354.670013,358.750000,353.429993,357.700012,350.094910,69540000
2020-09-03,355.869995,356.380005,342.589996,345.390015,338.046661,148011100
2020-09-04,346.130005,347.829987,334.869995,342.570007,335.286621,139156300
2020-09-08,336.709991,342.640015,332.880005,333.209991,326.125610,114465300
2020-09-09,337.549988,342.459991,336.609985,339.790009,332.565735,91462300
2020-09-10,341.820007,342.529999,332.850006,333.890015,326.791138,90569500
2020-09-11,335.820007,336.970001,331.000000,334.059998,326.957550,84680200
2020-09-14,337.489990,340.380005,334.220001,338.459991,331.263947,65605700
2020-09-15,341.119995,342.019989,338.470001,340.170013,332.937622,52920900
2020-09-16,341.510010,343.059998,338.519989,338.820007,331.616364,82096000
2020-09-17,333.559998,337.700012,332.989990,335.839996,328.699677,91523300
2020-09-18,335.369995,335.489990,327.970001,330.649994,324.915436,105877900
2020-09-21,325.700012,327.130005,321.730011,326.970001,321.299316,99450800
2020-09-22,328.570007,330.899994,325.859985,330.299988,324.571533,63612100
2020-09-23,330.899994,331.200012,322.100006,322.640015,317.044373,93112200
2020-09-24,321.220001,326.799988,319.799988,323.500000,317.889465,76681300
2020-09-25,322.579987,329.579987,321.640015,328.730011,323.028778,71069400
2020-09-28,333.220001,334.959991,332.149994,334.190002,328.394073,64584600
2020-09-29,333.970001,334.769989,331.619995,332.369995,326.605621,51304000
2020-09-30,333.089996,338.290009,332.880005,334.890015,329.081970,104081100
2020-10-01,337.690002,338.739990,335.010010,337.040009,331.194672,88698700
2020-10-02,331.700012,337.010010,331.190002,333.839996,328.050140,89431100
2020-10-05,336.059998,339.959991,336.010010,339.760010,333.867462,45713100
2020-10-06,339.910004,342.170013,334.380005,334.929993,329.121246,90128900
2020-10-07,338.119995,341.630005,338.089996,340.760010,334.850128,56999600
2020-10-08,342.850006,343.850006,341.859985,343.779999,337.817780,45242500
2020-10-09,345.559998,347.350006,344.890015,346.850006,340.834534,59528600
2020-10-12,349.589996,354.019989,349.059998,352.429993,346.317749,80388500
2020-10-13,352.279999,352.470001,349.089996,350.130005,344.057648,73255500
2020-10-14,350.750000,351.929993,347.140015,347.929993,341.895782,57727900
2020-10-15,343.709991,348.019989,343.130005,347.500000,341.473267,60357700
2020-10-16,348.959991,350.750000,347.100006,347.290009,341.266907,89501900
2020-10-19,348.649994,349.329987,341.040009,342.010010,336.078461,68425600
2020-10-20,343.459991,346.880005,342.640015,343.380005,337.424713,60051900
2020-10-21,343.329987,345.670013,342.399994,342.730011,336.785980,63575000
2020-10-22,342.959991,345.239990,340.649994,344.609985,338.633331,55399300
2020-10-23,345.929993,345.989990,343.130005,345.779999,339.783051,49143900
2020-10-26,342.130005,342.980011,335.619995,339.390015,333.503876,91473000
2020-10-27,339.760010,340.119995,337.989990,338.220001,332.354187,65994100
2020-10-28,332.100006,338.250000,326.130005,326.660004,320.994659,127094300
2020-10-29,326.910004,333.399994,325.089996,329.980011,324.257111,90597700
2020-10-30,328.279999,329.690002,322.600006,326.540009,320.876770,120287300
2020-11-02,330.200012,332.359985,327.239990,330.200012,324.473297,86068300
2020-11-03,333.690002,338.250000,330.290009,336.029999,330.202148,93294200
2020-11-04,340.859985,347.940002,339.589996,343.540009,337.581909,126959700
2020-11-05,349.239990,352.190002,348.859985,350.239990,344.165710,82039700
2020-11-06,349.929993,351.510010,347.649994,350.160004,344.087067,74973000
2020-11-09,363.970001,364.380005,354.059998,354.559998,348.410797,172304200
2020-11-10,353.489990,355.179993,350.510010,354.040009,347.899811,85552000
2020-11-11,356.399994,357.559998,355.059998,356.670013,350.484222,58649000
2020-11-12,355.579987,356.720001,351.260010,353.209991,347.084167,67546200
2020-11-13,355.269989,358.899994,354.709991,358.100006,351.889404,62892200
2020-11-16,360.980011,362.779999,359.589996,362.570007,356.281891,74541100
2020-11-17,359.970001,361.920013,358.339996,360.619995,354.365692,66111000
2020-11-18,360.910004,361.500000,356.239990,356.279999,350.100983,70591300
2020-11-19,355.600006,358.179993,354.149994,357.779999,351.574921,59940900
2020-11-20,357.500000,357.720001,355.250000,355.329987,349.167419,70417300
2020-11-23,357.279999,358.820007,354.869995,357.459991,351.260498,63230600
2020-11-24,360.209991,363.809998,359.290009,363.220001,356.920563,62415900
2020-11-25,363.130005,363.160004,361.480011,362.660004,356.370300,45330900
2020-11-27,363.839996,364.179993,362.579987,363.670013,357.362793,28514100
2020-11-30,362.829987,363.119995,359.170013,362.059998,355.780731,83872700
2020-12-01,365.570007,367.679993,364.929993,366.019989,359.671997,74231400
2020-12-02,364.820007,366.959991,364.200012,366.790009,360.428650,45927000
2020-12-03,366.679993,368.190002,365.500000,366.690002,360.330414,62882000
2020-12-04,367.320007,369.850006,367.220001,369.850006,363.435608,50749900
2020-12-07,369.019989,369.619995,367.720001,369.089996,362.688782,48944300
2020-12-08,367.720001,370.779999,367.670013,370.170013,363.750061,42458900
2020-12-09,370.880005,371.049988,365.950012,366.850006,360.487671,74098300
2020-12-10,365.369995,367.859985,364.429993,366.730011,360.369751,57735400
2020-12-11,364.899994,366.739990,363.260010,366.299988,359.947174,57698600
2020-12-14,368.640015,369.799988,364.470001,364.660004,358.335632,69216200
2020-12-15,367.399994,369.589996,365.920013,369.589996,363.180115,63865300
2020-12-16,369.820007,371.160004,368.869995,370.170013,363.750061,58420500
2020-12-17,371.940002,372.459991,371.049988,372.239990,365.784149,64119500
2020-12-18,370.970001,371.149994,367.019989,369.179993,364.323639,136542300
2020-12-21,364.970001,378.459991,362.029999,367.859985,363.020966,96386700
2020-12-22,368.209991,368.329987,366.029999,367.239990,362.409119,47949000
2020-12-23,368.279999,369.619995,367.220001,367.570007,362.734833,46201400
2020-12-24,368.079987,369.029999,367.450012,369.000000,364.146027,26457900
2020-12-28,371.739990,372.589996,371.070007,372.170013,367.274292,39000400
2020-12-29,373.809998,374.000000,370.829987,371.459991,366.573639,53680500
2020-12-30,372.339996,373.100006,371.570007,371.989990,367.096649,49455300
2020-12-31,371.779999,374.660004,371.230011,373.880005,368.961792,78520700
2021-01-04,375.309998,375.450012,364.820007,368.790009,363.938782,110210800
2021-01-05,368.100006,372.500000,368.049988,371.329987,366.445343,66426200
2021-01-06,369.709991,376.980011,369.119995,373.549988,368.636108,107997700
2021-01-07,376.100006,379.899994,375.910004,379.100006,374.113129,68766800
2021-01-08,380.589996,381.489990,377.100006,381.260010,376.244751,71677200
2021-01-11,377.850006,380.579987,377.720001,378.690002,373.708557,51034700
2021-01-12,378.890015,379.859985,376.359985,378.769989,373.787476,52547700
2021-01-13,378.690002,380.859985,377.850006,379.790009,374.794098,45303600
2021-01-14,380.589996,381.130005,378.100006,378.459991,373.481537,49989100
2021-01-15,376.720001,377.579987,373.700012,375.700012,370.757874,107160000
2021-01-19,378.339996,379.230011,376.750000,378.649994,373.669067,51233300
2021-01-20,381.109985,384.790009,380.690002,383.890015,378.840149,61836100
2021-01-21,384.489990,384.950012,383.250000,384.239990,379.185547,47840100
2021-01-22,382.250000,384.130005,381.839996,382.880005,377.843414,52860500
2021-01-25,383.670013,384.769989,378.459991,384.390015,379.333588,70402000
2021-01-26,385.410004,385.850006,383.540009,383.790009,378.741486,42665300
2021-01-27,380.220001,380.320007,372.010010,374.410004,369.484833,123351100
2021-01-28,376.359985,381.929993,375.890015,377.630005,372.662506,94198100
2021-01-29,375.630005,376.670013,368.269989,370.070007,365.201965,126765100
2021-02-01,373.720001,377.339996,370.380005,376.230011,371.280945,75817600
2021-02-02,379.649994,383.220001,376.320007,381.549988,376.530914,64450700
2021-02-03,382.440002,383.700012,380.480011,381.850006,376.826965,52427100
2021-02-04,382.959991,386.239990,381.970001,386.190002,381.109863,47142600
2021-02-05,388.200012,388.470001,386.140015,387.709991,382.609863,48669800
2021-02-08,389.269989,390.559998,388.350006,390.510010,385.373047,38365200
2021-02-09,389.609985,390.890015,389.170013,390.250000,385.116486,35551100
2021-02-10,392.119995,392.279999,387.500000,390.079987,384.948700,59154400
2021-02-11,391.239990,391.690002,388.100006,390.709991,385.570435,42913300
2021-02-12,389.850006,392.899994,389.769989,392.640015,387.475037,50593300
2021-02-16,393.959991,394.170013,391.529999,392.299988,387.139496,50972400
2021-02-17,390.420013,392.660004,389.329987,392.390015,387.228363,52290600
2021-02-18,389.589996,391.519989,387.739990,390.720001,385.580292,59712800
2021-02-19,392.070007,392.380005,389.549988,390.029999,384.899353,83241000
2021-02-22,387.059998,389.619995,386.739990,387.029999,381.938812,67414200
2021-02-23,384.660004,388.950012,380.200012,387.500000,382.402618,107284100
2021-02-24,386.329987,392.230011,385.269989,391.769989,386.616455,72433900
2021-02-25,390.410004,391.880005,380.779999,382.329987,377.300629,146670500
2021-02-26,384.350006,385.579987,378.230011,380.359985,375.356567,152701600
2021-03-01,385.589996,390.920013,380.570007,389.579987,384.455292,105348800
2021-03-02,389.820007,390.070007,386.000000,386.540009,381.455322,79595300
2021-03-03,385.790009,386.829987,381.309998,381.420013,376.402618,119940200
2021-03-04,381.220001,384.000000,371.880005,376.700012,371.744720,183433000
2021-03-05,380.459991,384.760010,372.640015,383.630005,378.583557,152039600
2021-03-08,384.660004,387.679993,381.420013,381.720001,376.698669,123149200
2021-03-09,385.850006,389.910004,385.309998,387.170013,382.076996,113633600
2021-03-10,389.690002,391.399994,388.170013,389.579987,384.455292,109899400
2021-03-11,392.230011,395.649994,391.739990,393.529999,388.353333,86245000
2021-03-12,392.070007,394.209991,391.200012,394.059998,388.876343,64653600
2021-03-15,394.329987,396.690002,392.029999,396.410004,391.195435,73427200
2021-03-16,397.070007,397.829987,395.079987,395.910004,390.702026,73722500
2021-03-17,394.529999,398.119995,393.299988,397.260010,392.034271,97959300
2021-03-18,394.480011,396.720001,390.750000,391.480011,386.330292,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,385.615479,113624500
2021-03-22,390.029999,394.070007,389.970001,392.589996,388.694580,73778600
2021-03-23,391.910004,393.459991,388.660004,389.500000,385.635284,90686600
2021-03-24,391.000000,392.750000,387.470001,387.519989,383.674896,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,385.833282,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,392.050964,114409100
2021-03-29,394.399994,396.750000,392.809998,395.779999,391.852966,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,390.813385,76262200
2021-03-31,395.339996,398.000000,395.309998,396.329987,392.397491,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,396.634979,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,402.327942,91684800
2021-04-06,405.760010,407.239990,405.399994,406.119995,402.090332,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,402.555695,55836300
2021-04-08,407.929993,408.579987,406.929993,408.519989,404.466522,57863100
2021-04-09,408.390015,411.670013,408.260010,411.489990,407.407043,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,407.555603,56704900
2021-04-13,411.529999,413.529999,411.119995,412.859985,408.763458,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,407.367462,61659900
